,year,office_consolidated,vote_share,winner,incumbent,pid_est,gender_est,race_est,loser,incumbent_win,incumbent_lose,random
77709,2013,Mayor,0.35,0,0,Unknown,Male,Caucasian,1,0,1,0.9721860449
66296,2021,Mayor,0.52,1,0,Democrat,Female,Caucasian,0,0,1,0.2356778271
104658,2006,Mayor,0.34,0,0,Democrat,Female,Hispanic,1,0,1,0.1770113863
46233,1997,Mayor,0.49,0,1,Republican,Unknown,Caucasian,1,0,1,0.9145679677
18654,2004,Mayor,0.44,1,0,Democrat,Female,Caucasian,0,0,1,0.8407077299
23290,2009,Mayor,0.53,1,0,Republican,Male,Caucasian,0,0,1,0.2268526535
34569,2021,Mayor,0.01,0,0,Republican,Male,Caucasian,1,0,1,0.40893574
53785,2019,Mayor,0.48,0,1,Republican,Male,Caucasian,1,0,1,0.1609398565
74642,2005,Mayor,0.46,0,0,Democrat,Male,Caucasian,1,0,1,0.7557718802
25630,2018,Mayor,0.06,0,0,Republican,Male,Caucasian,1,0,1,0.5914251172
40706,2020,Mayor,0.46,0,1,Democrat,Male,Hispanic,1,0,1,0.7310806118
30737,2019,Mayor,0.58,1,1,Democrat,Male,Caucasian,0,1,0,0.08650313897
72242,2020,Mayor,0.08,0,0,Democrat,Male,Caucasian,1,0,1,0.2699517368
73558,2002,Mayor,0.18,0,0,Democrat,Male,Caucasian,1,0,1,0.0878848118
11038,2018,Mayor,1,1,1,Democrat,Male,Caucasian,0,1,0,0.4477300642
55521,2003,Mayor,0.12,0,0,Democrat,Female,Caucasian,1,0,1,0.06278246801
52950,2019,Mayor,0.52,1,1,Republican,Male,Caucasian,0,1,0,0.8157214166
86096,2007,Mayor,0.15,0,0,Republican,Male,Caucasian,1,0,1,0.1273562908
89204,2009,Mayor,0.28,0,0,Republican,Female,Caucasian,1,0,1,0.3992482823
90454,2018,Mayor,0.01,0,0,Democrat,Male,Caucasian,1,0,1,0.8004266378
64838,2010,Mayor,0.36,0,0,Democrat,Male,Caucasian,1,0,1,0.5737314663
96268,2006,Mayor,0.22,0,0,Unknown,Male,Caucasian,1,0,1,0.1654479944
64709,2017,Mayor,0.64,1,1,Unknown,Unknown,Caucasian,0,1,0,0.1764001708
116577,2006,Mayor,0.03,0,0,Republican,Male,Caucasian,1,0,1,0.9510281466
124114,2003,Mayor,0,0,0,Unknown,Male,Caucasian,1,0,1,0.2597140454
31312,2020,Mayor,0.53,1,0,Democrat,Male,Caucasian,0,0,1,0.242108085
112560,2017,Mayor,0.07,0,0,Republican,Male,Hispanic,1,0,1,0.7743739752
118347,2021,Mayor,0.07,0,0,Republican,Male,Hispanic,1,0,1,0.5148635861
77913,2006,Mayor,1,1,0,Unknown,Male,Caucasian,0,0,1,0.6897895258
62405,2019,Mayor,0.6,1,1,Democrat,Female,Caucasian,0,1,0,0.9611446937
74807,2021,Mayor,0.06,0,0,Democrat,Male,Caucasian,1,0,1,0.9510627363
83387,2017,Mayor,0.6,1,1,Democrat,Male,Black,0,1,0,0.09865236167
48298,2001,Mayor,1,1,1,Democrat,Female,Caucasian,0,1,0,0.6450790148
19793,1993,Mayor,0.71,1,1,Democrat,Male,Black,0,1,0,0.1200114608
52272,2002,Mayor,0.15,0,0,Democrat,Male,Caucasian,1,0,1,0.5434194733
89094,2018,Mayor,0.12,0,0,Democrat,Male,Black,1,0,1,0.4395021083
6001,2000,Mayor,0.43,0,0,Democrat,Male,Black,1,0,1,0.1239099922
91809,2006,Mayor,0.48,0,0,Democrat,Male,Hispanic,1,0,1,0.2756560863
86168,2016,Mayor,0.04,0,0,Republican,Male,Caucasian,1,0,1,0.3912084995
93068,1999,Mayor,0.04,0,0,Republican,Male,Caucasian,1,0,1,0.6395295375
33195,2021,Mayor,0.69,1,1,Democrat,Male,Black,0,1,0,0.5435356428
84763,2021,Mayor,0.18,0,0,Republican,Female,Caucasian,1,0,1,0.7636740463
39217,2018,Mayor,0.3,1,0,Republican,Female,Caucasian,0,0,1,0.3192330254
32332,1999,Mayor,0.68,1,0,Democrat,Male,Caucasian,0,0,1,0.2402151046
110437,1995,Mayor,0.12,0,0,Democrat,Male,Caucasian,1,0,1,0.8331704054
26735,1999,Mayor,0.63,1,0,Republican,Male,Caucasian,0,0,1,0.07570537499
21261,2002,Mayor,0.52,1,1,Republican,Male,Caucasian,0,1,0,0.8371275404
52956,2019,Mayor,0.73,1,1,Democrat,Male,Caucasian,0,1,0,0.6063711216
22797,2020,Mayor,0.55,1,1,Democrat,Female,Caucasian,0,1,0,0.64627776
116480,2018,Mayor,0,0,0,Unknown,Male,Caucasian,1,0,1,0.04395736245
101938,1999,Mayor,0.05,0,0,Unknown,Unknown,Caucasian,1,0,1,0.830060629
42818,2003,Mayor,0.33,0,0,Republican,Male,Caucasian,1,0,1,0.08667247608
70451,2020,Mayor,0.15,0,0,Unknown,Male,Hispanic,1,0,1,0.1124289057
108835,2007,Mayor,0.29,0,0,Republican,Male,Caucasian,1,0,1,0.9819318345
42802,2003,Mayor,0.16,0,0,Unknown,Male,Caucasian,1,0,1,0.5342020133
28072,2007,Mayor,0.8,1,1,Democrat,Male,Caucasian,0,1,0,0.07101974277
51534,2011,Mayor,0.48,1,0,Democrat,Male,Caucasian,0,0,1,0.6476835719
49635,2009,Mayor,0.62,1,1,Democrat,Male,Caucasian,0,1,0,0.7868803674
51759,2019,Mayor,0.45,0,0,Republican,Male,Caucasian,1,0,1,0.5175656788
17805,2012,Mayor,0.47,0,0,Democrat,Male,Hispanic,1,0,1,0.3745749654
86799,1998,Mayor,0.12,0,0,Republican,Female,Caucasian,1,0,1,0.3473273039
52932,2021,Mayor,0.35,0,0,Unknown,Male,Caucasian,1,0,1,0.02220673849
39851,2007,Mayor,0.54,1,1,Republican,Male,Caucasian,0,1,0,0.2198478793
3348,2016,Mayor,0.55,1,0,Democrat,Male,Caucasian,0,0,1,0.3441303551
19119,2014,Mayor,0.64,1,1,Republican,Male,Caucasian,0,1,0,0.3959322959
121386,1994,Mayor,0.02,0,0,Democrat,Male,Caucasian,1,0,1,0.166980618
25561,2017,Mayor,0.6,1,1,Democrat,Female,Black,0,1,0,0.844138053
67504,2011,Mayor,0.41,1,0,Democrat,Male,Caucasian,0,0,1,0.7045406464
51906,2021,Mayor,0.57,1,1,Democrat,Male,Caucasian,0,1,0,0.7470915196
49462,2015,Mayor,0.62,1,1,Democrat,Male,Caucasian,0,1,0,0.5449224557
34134,2002,Mayor,0.54,1,1,Republican,Male,Caucasian,0,1,0,0.03888674993
25911,2012,Mayor,0.37,0,0,Democrat,Female,Caucasian,1,0,1,0.4412701038
42961,2004,Mayor,0.19,0,0,Unknown,Male,Caucasian,1,0,1,0.04880887813
35411,2001,Mayor,0.23,0,0,Republican,Male,Caucasian,1,0,1,0.9266641012
59376,2005,Mayor,0.51,1,0,Republican,Male,Caucasian,0,0,1,0.8602741371
60852,2016,Mayor,1,1,0,Democrat,Male,Black,0,0,1,0.9496756653
115943,2011,Mayor,0.04,0,0,Democrat,Male,Caucasian,1,0,1,0.4204108087
74654,2001,Mayor,0.63,1,0,Democrat,Male,Asian,0,0,1,0.4367858725
93896,2003,Mayor,1,1,0,Republican,Male,Caucasian,0,0,1,0.9631292764
26494,1998,Mayor,0.5,1,1,Republican,Female,Caucasian,0,1,0,0.2724676982
58336,2003,Mayor,0.45,0,0,Republican,Male,Caucasian,1,0,1,0.2229777654
86995,1998,Mayor,0.69,1,1,Republican,Male,Caucasian,0,1,0,0.1910751012
5242,1993,Mayor,0.84,1,1,Democrat,Male,Caucasian,0,1,0,0.8328087753
92898,2020,Mayor,0.06,0,0,Republican,Male,Caucasian,1,0,1,0.4938603184
42836,2021,Mayor,0.74,1,1,Republican,Male,Caucasian,0,1,0,0.4076765224
98985,1994,Mayor,0.37,0,0,Unknown,Female,Caucasian,1,0,1,0.03964751114
81949,2011,Mayor,0.38,0,0,Republican,Male,Caucasian,1,0,1,0.1409510992
111819,2017,Mayor,0.03,0,0,Republican,Male,Caucasian,1,0,1,0.2622438404
110273,2017,Mayor,0.03,0,0,Republican,Female,Caucasian,1,0,1,0.3750073103
91790,2006,Mayor,0.15,0,0,Democrat,Male,Black,1,0,1,0.8980173256
20911,2015,Mayor,0.12,0,0,Democrat,Female,Caucasian,1,0,1,0.9847805531
24455,2015,Mayor,0.59,1,0,Republican,Male,Caucasian,0,0,1,0.9727815115
58628,1996,Mayor,1,1,1,Republican,Male,Caucasian,0,1,0,0.532862424
72874,2007,Mayor,0.18,0,0,Unknown,Male,Caucasian,1,0,1,0.4108975813
36940,2021,Mayor,0.41,1,0,Democrat,Female,Caucasian,0,0,1,0.8526428132
124395,1994,Mayor,1,1,1,Republican,Female,Caucasian,0,1,0,0.3571538458
102523,2001,Mayor,0.01,0,0,Unknown,Unknown,Unknown,1,0,1,0.9024259143
45330,2019,Mayor,0.53,1,1,Democrat,Female,Caucasian,0,1,0,0.1124576496
14634,2000,Mayor,0.48,0,0,Democrat,Male,Caucasian,1,0,1,0.64771172
9919,2016,Mayor,0.3,0,0,Republican,Male,Caucasian,1,0,1,0.09974334857
51297,2004,Mayor,1,1,1,Republican,Female,Caucasian,0,1,0,0.1883268788
70434,2002,Mayor,0.17,0,0,Unknown,Male,Caucasian,1,0,1,0.8219600456
11307,1993,Mayor,0.5,1,0,Democrat,Male,Caucasian,0,0,1,0.9973149885
35568,2020,Mayor,0.26,0,0,Democrat,Female,Hispanic,1,0,1,0.6278736684
126388,2017,Mayor,1,1,1,Republican,Unknown,Caucasian,0,1,0,0.7030910158
52512,2009,Mayor,0.36,0,0,Democrat,Female,Black,1,0,1,0.7451435444
73812,1998,Mayor,0.64,1,0,Republican,Male,Caucasian,0,0,1,0.3770837917
32675,2013,Mayor,0.41,0,1,Republican,Male,Caucasian,1,0,1,0.4082864991
77810,2011,Mayor,0.18,0,0,Republican,Male,Caucasian,1,0,1,0.4158191018
92386,2005,Mayor,0.2,0,0,Republican,Male,Caucasian,1,0,1,0.6394162121
13381,2005,Mayor,0.52,1,0,Democrat,Male,Black,0,0,1,0.2871397959
22192,2019,Mayor,0.56,1,1,Republican,Female,Caucasian,0,1,0,0.9228607427
124088,2013,Mayor,0,0,0,Democrat,Female,Caucasian,1,0,1,0.1811525136
31188,2006,Mayor,0.49,0,0,Democrat,Female,Caucasian,1,0,1,0.4448654232
102731,2000,Mayor,0.04,0,0,Republican,Male,Caucasian,1,0,1,0.8317902832
118425,2003,Mayor,0.42,1,1,Democrat,Unknown,Hispanic,0,1,0,0.9936481893
984,2000,Mayor,0.52,1,0,Republican,Male,Caucasian,0,0,1,0.8969699782
9040,1995,Mayor,0.55,1,1,Democrat,Male,Black,0,1,0,0.9832889707
63215,2009,Mayor,0.11,0,0,Unknown,Unknown,Caucasian,1,0,1,0.5747101523
113406,2009,Mayor,0.06,0,0,Unknown,Male,Caucasian,1,0,1,0.2806206701
65265,2019,Mayor,0.52,1,0,Democrat,Male,Caucasian,0,0,1,0.9378915148
53764,1996,Mayor,0.55,1,1,Democrat,Male,Caucasian,0,1,0,0.6838955139
31536,1995,Mayor,0.45,0,1,Democrat,Male,Caucasian,1,0,1,0.4683476777
120894,2013,Mayor,0,0,0,Democrat,Male,Caucasian,1,0,1,0.5850935195
123526,2009,Mayor,0,0,0,Unknown,Unknown,Unknown,1,0,1,0.7165490985
115046,2015,Mayor,0.05,0,0,Republican,Male,Caucasian,1,0,1,0.8070187322
52122,1997,Mayor,0.49,0,0,Republican,Male,Caucasian,1,0,1,0.9892978232
89148,2020,Mayor,0.15,0,0,Democrat,Male,Caucasian,1,0,1,0.05761112188
26255,1996,Mayor,0.23,0,0,Republican,Male,Caucasian,1,0,1,0.6357159022
107850,1999,Mayor,0.14,0,0,Republican,Female,Caucasian,1,0,1,0.3061340376
91706,2015,Mayor,0.18,0,0,Democrat,Male,Hispanic,1,0,1,0.3506460307
30296,2019,Mayor,0.37,0,0,Democrat,Female,Caucasian,1,0,1,0.531149765
67873,2006,Mayor,0.24,0,0,Democrat,Male,Caucasian,1,0,1,0.01176915644
51224,1994,Mayor,0.37,0,0,Republican,Male,Black,1,0,1,0.2936628365
39405,2007,Mayor,0.63,1,0,Democrat,Male,Caucasian,0,0,1,0.8077917616
116668,2016,Mayor,0,0,0,Democrat,Male,Caucasian,1,0,1,0.9788143238
57502,2006,Mayor,0.29,0,0,Democrat,Male,Caucasian,1,0,1,0.7735939456
94051,2018,Mayor,0.06,0,0,Democrat,Male,Hispanic,1,0,1,0.05749422086
52714,2009,Mayor,0.55,1,0,Unknown,Male,Caucasian,0,0,1,0.6260203084
122557,1995,Mayor,0,0,0,Unknown,Unknown,Black,1,0,1,0.5297747134
122428,1999,Mayor,0.01,0,0,Unknown,Male,Caucasian,1,0,1,0.8709189406
124048,2015,Mayor,1,1,0,Democrat,Female,Caucasian,0,0,1,0.7128490177
68155,2011,Mayor,0.58,1,1,Democrat,Male,Caucasian,0,1,0,0.2360978309
72792,2008,Mayor,0.07,0,0,Unknown,Male,Caucasian,1,0,1,0.5680090848
17314,1999,Mayor,0.46,0,1,Republican,Male,Caucasian,1,0,1,0.3622068925
122390,2007,Mayor,0.01,0,0,Unknown,Male,Caucasian,1,0,1,0.8680573141
97685,2001,Mayor,0,0,0,Democrat,Male,Caucasian,1,0,1,0.4684237758
25479,2010,Mayor,0.45,0,0,Republican,Male,Caucasian,1,0,1,0.1854903622
39084,2009,Mayor,0.78,1,1,Democrat,Male,Caucasian,0,1,0,0.09460622657
80064,2020,Mayor,0.08,0,0,Republican,Female,Caucasian,1,0,1,0.1330147448
37803,2010,Mayor,0.42,0,0,Republican,Male,Caucasian,1,0,1,0.5267811977
58934,2019,Mayor,0.49,0,0,Democrat,Male,Caucasian,1,0,1,0.6647738902
10213,2017,Mayor,0.5,0,0,Democrat,Female,Caucasian,1,0,1,0.7371025001
7514,2016,Mayor,0.53,1,0,Republican,Female,Asian,0,0,1,0.9055290339
111199,2005,Mayor,0.03,0,0,Republican,Male,Caucasian,1,0,1,0.5394847356
8174,1997,Mayor,0.5,1,1,Republican,Male,Caucasian,0,1,0,0.7255131535
3373,2009,Mayor,0.52,1,0,Democrat,Male,Caucasian,0,0,1,0.682891731
65239,2006,Mayor,0.53,1,0,Democrat,Male,Caucasian,0,0,1,0.6334633626
46898,2002,Mayor,0.35,0,0,Democrat,Female,Caucasian,1,0,1,0.1087326554
120791,2003,Mayor,0.72,1,0,Unknown,Male,Caucasian,0,0,1,0.9852521486
4168,2011,Mayor,0.51,1,1,Republican,Male,Caucasian,0,1,0,0.9981298114
44209,2001,Mayor,0.53,1,0,Democrat,Male,Caucasian,0,0,1,0.6695281466
85869,2019,Mayor,0.3,0,1,Republican,Male,Caucasian,1,0,1,0.2682277921
89378,1993,Mayor,0.47,0,0,Republican,Female,Caucasian,1,0,1,0.4569120337
71286,2003,Mayor,0.34,0,0,Republican,Male,Caucasian,1,0,1,0.1615954882
8181,2016,Mayor,0.48,0,0,Republican,Unknown,Unknown,1,0,1,0.9107684254
124115,2003,Mayor,0,0,0,Democrat,Male,Caucasian,1,0,1,0.6546401105
108658,2013,Mayor,0.12,0,0,Democrat,Female,Hispanic,1,0,1,0.9337109576
32776,2007,Mayor,0.42,0,0,Republican,Male,Black,1,0,1,0.8134372492
111319,2004,Mayor,0.03,0,0,Republican,Female,Caucasian,1,0,1,0.6462393329
24382,2003,Mayor,0.53,1,0,Republican,Male,Caucasian,0,0,1,0.5002408743
123780,2001,Mayor,0,0,0,Democrat,Male,Caucasian,1,0,1,0.7968257173
23208,2003,Mayor,0.25,0,0,Republican,Male,Caucasian,1,0,1,0.1110567435
9487,1998,Mayor,0.59,1,0,Democrat,Male,Caucasian,0,0,1,0.4240573788
76541,2011,Mayor,0.31,0,0,Democrat,Male,Caucasian,1,0,1,0.2620466345
90605,2011,Mayor,0.02,0,0,Democrat,Female,Caucasian,1,0,1,0.1219244838
32621,1993,Mayor,0.19,0,0,Republican,Male,Caucasian,1,0,1,0.5763148593
95948,2003,Mayor,0.33,0,0,Unknown,Male,Hispanic,1,0,1,0.2929605829
25594,1997,Mayor,0.51,1,0,Republican,Male,Caucasian,0,0,1,0.3170693469
95692,2008,Mayor,0.12,0,0,Democrat,Unknown,Caucasian,1,0,1,0.9577700604
66590,2019,Mayor,0.16,0,0,Republican,Male,Caucasian,1,0,1,0.5106288347
49713,2014,Mayor,0.62,1,0,Unknown,Male,Caucasian,0,0,1,0.4737058423
56783,2017,Mayor,0.97,1,1,Democrat,Male,Black,0,1,0,0.1737758453
56789,2005,Mayor,0.58,1,0,Republican,Female,Caucasian,0,0,1,0.3034133448
106021,2003,Mayor,0.15,0,0,Republican,Female,Black,1,0,1,0.1531619944
41894,2020,Mayor,0.08,0,0,Republican,Female,Caucasian,1,0,1,0.3720771929
124346,1993,Mayor,1,1,1,Democrat,Male,Caucasian,0,1,0,0.07661851353
80302,1997,Mayor,1,1,1,Democrat,Male,Caucasian,0,1,0,0.6200672454
91065,2005,Mayor,0.17,0,0,Republican,Male,Caucasian,1,0,1,0.7621901195
1409,2018,Mayor,0.8,1,1,Democrat,Female,Black,0,1,0,0.8579739519
32631,2003,Mayor,1,1,1,Republican,Female,Caucasian,0,1,0,0.7135066527
124154,2021,Mayor,0,0,0,Unknown,Male,Caucasian,1,0,1,0.6795712758
124083,2011,Mayor,0,0,0,Unknown,Male,Caucasian,1,0,1,0.7108617986
41767,2001,Mayor,0.25,0,0,Democrat,Male,Caucasian,1,0,1,0.9039931728
48260,1993,Mayor,0.3,0,0,Unknown,Unknown,Caucasian,1,0,1,0.9753454436
92330,2003,Mayor,0.02,0,0,Democrat,Male,Black,1,0,1,0.1734276736
32815,1999,Mayor,0.61,1,1,Democrat,Male,Caucasian,0,1,0,0.5059522492
90031,2013,Mayor,0.28,0,0,Republican,Male,Caucasian,1,0,1,0.002115710336
52470,2015,Mayor,0.38,0,1,Democrat,Male,Caucasian,1,0,1,0.3622778415
61651,2011,Mayor,0.49,0,0,Republican,Male,Caucasian,1,0,1,0.784710102
35504,2012,Mayor,0.71,1,0,Republican,Male,Caucasian,0,0,1,0.3618436143
109961,2010,Mayor,0.09,0,0,Democrat,Female,Black,1,0,1,0.2585513383
75961,2013,Mayor,0.08,0,0,Democrat,Unknown,Unknown,1,0,1,0.6830218525
68261,2005,Mayor,0.42,0,0,Democrat,Female,Caucasian,1,0,1,0.359715978
25654,2005,Mayor,0.55,1,0,Democrat,Male,Caucasian,0,0,1,0.5918470464
55718,2019,Mayor,0.57,1,1,Democrat,Male,Caucasian,0,1,0,0.7044926631
72842,1999,Mayor,0.04,0,0,Republican,Male,Caucasian,1,0,1,0.1517042525
52494,2019,Mayor,0.58,1,1,Democrat,Female,Caucasian,0,1,0,0.4070545462
48060,2000,Mayor,0.34,0,0,Republican,Male,Caucasian,1,0,1,0.6151147066
26736,2009,Mayor,0.21,0,0,Democrat,Male,Hispanic,1,0,1,0.154473634
62180,2003,Mayor,0.29,0,0,Republican,Male,Hispanic,1,0,1,0.8508488405
114841,2005,Mayor,0.08,0,0,Unknown,Male,Caucasian,1,0,1,0.3989322677
121321,1997,Mayor,0.01,0,0,Unknown,Unknown,Unknown,1,0,1,0.8197733399
32723,2015,Mayor,0.38,0,0,Republican,Male,Caucasian,1,0,1,0.8942235254
72997,1997,Mayor,0.62,1,1,Republican,Male,Caucasian,0,1,0,0.799685622
33568,2013,Mayor,0.68,1,1,Republican,Male,Caucasian,0,1,0,0.2527179301
99281,2008,Mayor,0.46,1,0,Democrat,Male,Black,0,0,1,0.871542451
38669,2011,Mayor,0.65,1,1,Unknown,Unknown,Caucasian,0,1,0,0.586352478
126540,2020,Mayor,0,0,0,Republican,Male,Black,1,0,1,0.5437050479
26403,1996,Mayor,0.48,1,1,Democrat,Male,Caucasian,0,1,0,0.9304401436
59325,2007,Mayor,0.31,0,0,Unknown,Male,Caucasian,1,0,1,0.311984844
51810,2017,Mayor,0.44,0,1,Republican,Male,Caucasian,1,0,1,0.04490025139
20094,2003,Mayor,0.51,1,0,Democrat,Female,Caucasian,0,0,1,0.2643891919
13213,2018,Mayor,1,1,0,Republican,Male,Caucasian,0,0,1,0.3096900673
95320,2009,Mayor,0.1,0,0,Unknown,Male,Caucasian,1,0,1,0.4516681619
46211,1998,Mayor,0.62,1,1,Democrat,Female,Hispanic,0,1,0,0.9487247549
41858,2004,Mayor,0.58,1,1,Democrat,Female,Caucasian,0,1,0,0.8973093082
78799,2018,Mayor,0.08,0,0,Democrat,Male,Caucasian,1,0,1,0.3514724258
21427,2008,Mayor,0.33,0,0,Republican,Male,Asian,1,0,1,0.630900382
118068,2021,Mayor,0,0,0,Democrat,Male,Hispanic,1,0,1,0.1389027143
39403,2020,Mayor,0.35,0,0,Democrat,Male,Caucasian,1,0,1,0.6422877708
121146,2013,Mayor,0,0,0,Democrat,Male,Caucasian,1,0,1,0.1188686973
56334,2010,Mayor,0.5,1,0,Democrat,Male,Caucasian,0,0,1,0.8943341034
14708,2008,Mayor,0.39,1,0,Democrat,Male,Black,0,0,1,0.8767596882
76218,2005,Mayor,0.3,0,0,Democrat,Female,Caucasian,1,0,1,0.5510791391
9893,2012,Mayor,0.58,1,0,Democrat,Male,Caucasian,0,0,1,0.3849459153
108513,2011,Mayor,0.11,0,0,Democrat,Male,Black,1,0,1,0.005617742297
63707,2021,Mayor,0.14,0,0,Democrat,Male,Black,1,0,1,0.3268424227
65117,1993,Mayor,0.54,1,0,Republican,Male,Caucasian,0,0,1,0.586033977
64770,2021,Mayor,0.12,0,0,Democrat,Male,Caucasian,1,0,1,0.4091655575
118602,2003,Mayor,0.03,0,0,Republican,Male,Caucasian,1,0,1,0.5144045109
113476,2011,Mayor,0.07,0,0,Democrat,Male,Caucasian,1,0,1,0.5730914221
45715,1999,Mayor,0.61,1,1,Democrat,Female,Caucasian,0,1,0,0.6574661634
3455,1995,Mayor,0.83,1,1,Democrat,Male,Caucasian,0,1,0,0.9586166453
75993,2003,Mayor,0.19,0,0,Republican,Male,Caucasian,1,0,1,0.280412445
33947,2005,Mayor,0.46,0,0,Republican,Female,Caucasian,1,0,1,0.67666709
90734,2021,Mayor,0.36,0,0,Democrat,Male,Black,1,0,1,0.6679522921
13609,2018,Mayor,0.45,1,1,Republican,Male,Caucasian,0,1,0,0.8037183447
15213,2012,Mayor,0.6,1,1,Republican,Male,Caucasian,0,1,0,0.4578623339
65121,2020,Mayor,0.3,0,0,Democrat,Male,Black,1,0,1,0.6403282507
46443,2003,Mayor,0.55,1,1,Republican,Male,Caucasian,0,1,0,0.5185500878
117451,2003,Mayor,0.01,0,0,Unknown,Male,Caucasian,1,0,1,0.7276065491
54941,2008,Mayor,0.04,0,0,Republican,Male,Caucasian,1,0,1,0.4485025071
36691,2002,Mayor,0.58,1,0,Democrat,Male,Caucasian,0,0,1,0.6569569831
16931,2009,Mayor,0.57,1,0,Republican,Male,Caucasian,0,0,1,0.3649299459
41551,2017,Mayor,0.72,1,0,Republican,Male,Caucasian,0,0,1,0.5542401643
48924,2000,Mayor,0.62,1,1,Republican,Male,Caucasian,0,1,0,0.7425625224
82980,2012,Mayor,0.17,0,0,Republican,Male,Caucasian,1,0,1,0.688769034
42423,1993,Mayor,0.37,0,0,Republican,Male,Caucasian,1,0,1,0.150671952
71537,2000,Mayor,0.22,0,0,Democrat,Male,Hispanic,1,0,1,0.8223330091
87411,2014,Mayor,0.08,0,0,Democrat,Male,Caucasian,1,0,1,0.8843607579
103387,2008,Mayor,0.02,0,0,Unknown,Male,Caucasian,1,0,1,0.2489445007
20076,2013,Mayor,0.79,1,1,Republican,Male,Caucasian,0,1,0,0.5904881362
123689,2015,Mayor,0,0,0,Democrat,Male,Black,1,0,1,0.5105369487
47490,2021,Mayor,1,1,1,Unknown,Male,Caucasian,0,1,0,0.02292339686
50368,2004,Mayor,0.54,1,1,Democrat,Male,Caucasian,0,1,0,0.238858613
38275,2017,Mayor,0.57,1,1,Democrat,Male,Caucasian,0,1,0,0.3278883298
4893,2019,Mayor,0.59,1,0,Democrat,Female,Hispanic,0,0,1,0.6538726808
9339,2015,Mayor,0.45,0,0,Republican,Male,Caucasian,1,0,1,0.6378555183
64869,2004,Mayor,0.31,1,0,Democrat,Male,Caucasian,0,0,1,0.8317880649
123989,2001,Mayor,0,0,0,Unknown,Unknown,Caucasian,1,0,1,0.9498144616
65388,1997,Mayor,0.57,1,0,Republican,Female,Caucasian,0,0,1,0.782225168
19174,2012,Mayor,0.52,1,1,Democrat,Male,Caucasian,0,1,0,0.0668372571
39225,2002,Mayor,0.25,0,0,Republican,Male,Caucasian,1,0,1,0.6879131276
112716,2021,Mayor,0.08,0,0,Unknown,Male,Caucasian,1,0,1,0.9050275574
88567,2008,Mayor,0.09,0,0,Republican,Male,Caucasian,1,0,1,0.85879026
52321,2012,Mayor,0.18,0,0,Democrat,Male,Caucasian,1,0,1,0.4035014418
120051,2017,Mayor,0,0,0,Democrat,Male,Black,1,0,1,0.235631754
44,2013,Mayor,0.73,1,0,Democrat,Male,Caucasian,0,0,1,0.1435381374
74083,2006,Mayor,0.01,0,0,Republican,Male,Caucasian,1,0,1,0.7996800082
29031,2011,Mayor,0.25,0,0,Republican,Female,Caucasian,1,0,1,0.1830814518
115683,1996,Mayor,0.11,0,0,Unknown,Male,Caucasian,1,0,1,0.3606466398
64843,2017,Mayor,0.69,1,0,Democrat,Male,Caucasian,0,0,1,0.4711292781
17453,2014,Mayor,0.84,1,0,Democrat,Male,Caucasian,0,0,1,0.7154641776
37563,1995,Mayor,1,1,0,Republican,Male,Caucasian,0,0,1,0.02810112864
26100,2000,Mayor,0.56,1,0,Democrat,Female,Caucasian,0,0,1,0.6069817515
114015,2019,Mayor,0.02,0,0,Democrat,Male,Caucasian,1,0,1,0.1960292389
3525,1994,Mayor,0.56,1,0,Democrat,Female,Black,0,0,1,0.7312460033
60683,2018,Mayor,0.07,0,0,Republican,Male,Asian,1,0,1,0.08751116004
5588,2008,Mayor,0.71,1,1,Democrat,Male,Black,0,1,0,0.9130302425
34165,2012,Mayor,1,1,1,Democrat,Male,Asian,0,1,0,0.6340484285
121593,1997,Mayor,0.01,0,0,Unknown,Male,Caucasian,1,0,1,0.6139400288
116635,2018,Mayor,0.01,0,0,Republican,Male,Caucasian,1,0,1,0.6700594081
96814,2016,Mayor,0.02,0,0,Democrat,Male,Black,1,0,1,0.9809308698
29467,2010,Mayor,0.09,0,0,Democrat,Male,Caucasian,1,0,1,0.4340029089
27863,2012,Mayor,0.57,1,1,Democrat,Female,Asian,0,1,0,0.4637410974
70915,1994,Mayor,0.54,1,0,Republican,Male,Caucasian,0,0,1,0.9463152627
121760,2006,Mayor,0.01,0,0,Unknown,Unknown,Caucasian,1,0,1,0.6090150615
59307,2000,Mayor,0.61,1,0,Democrat,Male,Caucasian,0,0,1,0.4870052327
51873,2020,Mayor,0.08,0,0,Unknown,Unknown,Asian,1,0,1,0.4113428955
124209,2003,Mayor,0,0,0,Democrat,Male,Caucasian,1,0,1,0.9736510726
124038,2010,Mayor,0.6,1,0,Republican,Male,Caucasian,0,0,1,0.7047627806
119767,2015,Mayor,0.01,0,0,Democrat,Male,Hispanic,1,0,1,0.3912101827
32032,2003,Mayor,0.46,0,0,Republican,Female,Caucasian,1,0,1,0.6032853666
31574,2019,Mayor,1,1,1,Republican,Male,Caucasian,0,1,0,0.5846163544
58279,2007,Mayor,0.5,1,0,Democrat,Male,Other,0,0,1,0.239650044
118268,1998,Mayor,0,0,0,Unknown,Male,Caucasian,1,0,1,0.05786202388
69223,2018,Mayor,0.15,0,0,Republican,Male,Caucasian,1,0,1,0.7548803905
13718,2006,Mayor,0.54,1,0,Democrat,Male,Black,0,0,1,0.8715234882
