,year,office_consolidated,vote_share,winner,incumbent,pid_est,gender_est,race_est,loser,incumbent_win,incumbent_lose
8306,2011,Mayor,0.09,0,0,Democrat,Male,Hispanic,1,0,1
8313,2005,Mayor,0.55,1,0,Democrat,Male,Caucasian,0,0,1
8314,2012,Mayor,0.7,1,1,Democrat,Male,Caucasian,0,1,0
8355,1994,Mayor,0.57,1,0,Republican,Male,Caucasian,0,0,1
8402,1998,Mayor,0.75,1,0,Democrat,Male,Caucasian,0,0,1
8411,2006,Mayor,0.48,0,0,Democrat,Male,Caucasian,1,0,1
8423,2018,Mayor,0.72,1,1,Democrat,Female,Hispanic,0,1,0
8433,2017,Mayor,0.55,1,0,Democrat,Male,Asian,0,0,1
8456,2010,Mayor,0.33,1,0,Democrat,Female,Asian,0,0,1
8484,2002,Mayor,0.41,0,0,Democrat,Male,Black,1,0,1
8486,2001,Mayor,0.51,1,0,Democrat,Male,Caucasian,0,0,1
8496,2004,Mayor,1.0,1,0,Democrat,Female,Caucasian,0,0,1
8516,1997,Mayor,0.72,1,0,Democrat,Male,Black,0,0,1
8530,2007,Mayor,0.77,1,1,Democrat,Male,Caucasian,0,1,0
8542,1999,Mayor,0.61,1,1,Republican,Male,Caucasian,0,1,0
8557,2014,Mayor,0.64,1,1,Democrat,Male,Caucasian,0,1,0
8593,2016,Mayor,1.0,1,1,Republican,Male,Caucasian,0,1,0
8614,2016,Mayor,0.47,0,0,Republican,Male,Caucasian,1,0,1
8622,2020,Mayor,0.43,0,0,Republican,Male,Caucasian,1,0,1
8643,2011,Mayor,0.09,0,0,Democrat,Female,Caucasian,1,0,1
8662,2003,Mayor,0.56,1,1,Democrat,Female,Caucasian,0,1,0
8680,2000,Mayor,0.56,1,1,Democrat,Male,Caucasian,0,1,0
8685,2011,Mayor,0.3,0,0,Republican,Male,Black,1,0,1
8707,2001,Mayor,0.49,0,1,Republican,Male,Caucasian,1,0,1
8737,2017,Mayor,0.53,1,1,Republican,Female,Caucasian,0,1,0
8773,2012,Mayor,1.0,1,1,Republican,Male,Caucasian,0,1,0
8787,1997,Mayor,0.55,1,1,Democrat,Female,Black,0,1,0
8790,1997,Mayor,0.78,1,1,Republican,Male,Caucasian,0,1,0
8798,1993,Mayor,0.67,1,1,Republican,Male,Caucasian,0,1,0
8809,2014,Mayor,0.67,1,0,Democrat,Male,Caucasian,0,0,1
8825,2014,Mayor,1.0,1,1,Democrat,Male,Caucasian,0,1,0
8854,2007,Mayor,0.52,1,0,Democrat,Male,Caucasian,0,0,1
8862,2009,Mayor,0.48,0,0,Republican,Male,Caucasian,1,0,1
8871,2010,Mayor,0.31,0,0,Democrat,Male,Caucasian,1,0,1
8894,1995,Mayor,0.53,1,0,Republican,Male,Caucasian,0,0,1
8903,2018,Mayor,1.0,1,0,Democrat,Male,Caucasian,0,0,1
8912,2016,Mayor,0.22,0,1,Democrat,Female,Black,1,0,1
8914,1993,Mayor,0.71,1,0,Democrat,Male,Caucasian,0,0,1
8978,2017,Mayor,0.6,1,0,Democrat,Female,Black,0,0,1
8996,2003,Mayor,0.37,0,0,Republican,Male,Caucasian,1,0,1
9025,2013,Mayor,0.53,1,0,Democrat,Male,Black,0,0,1
9026,2021,Mayor,0.36,0,0,Democrat,Female,Caucasian,1,0,1
9033,2011,Mayor,0.42,0,0,Democrat,Male,Caucasian,1,0,1
9040,1995,Mayor,0.55,1,1,Democrat,Male,Black,0,1,0
9065,2020,Mayor,0.52,1,0,Republican,Male,Caucasian,0,0,1
9099,2009,Mayor,0.42,0,0,Democrat,Male,Caucasian,1,0,1
9115,2021,Mayor,0.41,1,0,Democrat,Male,Black,0,0,1
9123,2015,Mayor,0.52,1,1,Democrat,Female,Black,0,1,0
9145,1997,Mayor,1.0,1,1,Democrat,Female,Caucasian,0,1,0
9154,2001,Mayor,0.46,0,0,Democrat,Male,Black,1,0,1
9180,2011,Mayor,0.8,1,1,Democrat,Male,Caucasian,0,1,0
9191,2020,Mayor,0.43,0,0,Republican,Male,Caucasian,1,0,1
9226,2001,Mayor,0.5,1,0,Democrat,Male,Caucasian,0,0,1
9236,2016,Mayor,1.0,1,0,Democrat,Female,Caucasian,0,0,1
9238,2021,Mayor,0.71,1,0,Democrat,Male,Black,0,0,1
9269,1995,Mayor,0.65,1,1,Republican,Male,Caucasian,0,1,0
9297,2004,Mayor,0.6,1,1,Democrat,Female,Caucasian,0,1,0
9306,2001,Mayor,0.5,0,0,Democrat,Male,Caucasian,1,0,1
9328,2006,Mayor,0.63,1,0,Democrat,Male,Caucasian,0,0,1
9339,2015,Mayor,0.45,0,0,Republican,Male,Caucasian,1,0,1
9344,2017,Mayor,0.41,0,0,Republican,Male,Caucasian,1,0,1
9364,2007,Mayor,0.58,1,0,Republican,Male,Caucasian,0,0,1
9385,2020,Mayor,0.57,1,1,Democrat,Male,Caucasian,0,1,0
9411,2001,Mayor,0.55,1,1,Democrat,Male,Caucasian,0,1,0
9438,1995,Mayor,1.0,1,1,Democrat,Female,Caucasian,0,1,0
9485,2003,Mayor,0.84,1,1,Democrat,Male,Caucasian,0,1,0
9487,1998,Mayor,0.59,1,0,Democrat,Male,Caucasian,0,0,1
9517,2020,Mayor,0.56,1,1,Republican,Male,Caucasian,0,1,0
9522,2014,Mayor,0.33,1,0,Democrat,Female,Caucasian,0,0,1
9526,2016,Mayor,1.0,1,1,Democrat,Male,Caucasian,0,1,0
9534,2021,Mayor,0.65,1,1,Democrat,Female,Black,0,1,0
9535,2004,Mayor,0.73,1,1,Republican,Unknown,Caucasian,0,1,0
9566,2013,Mayor,0.28,0,0,Democrat,Male,Black,1,0,1
9567,1993,Mayor,0.73,1,0,Democrat,Male,Black,0,0,1
9590,1997,Mayor,0.43,0,0,Republican,Female,Caucasian,1,0,1
9598,2011,Mayor,0.66,1,1,Democrat,Male,Black,0,1,0
9623,1995,Mayor,0.76,1,1,Democrat,Male,Caucasian,0,1,0
9627,1997,Mayor,1.0,1,1,Democrat,Male,Caucasian,0,1,0
9694,2013,Mayor,0.68,1,1,Republican,Male,Caucasian,0,1,0
9706,2013,Mayor,0.58,1,0,Republican,Female,Caucasian,0,0,1
9717,2019,Mayor,0.62,1,0,Democrat,Unknown,Caucasian,0,0,1
9720,1999,Mayor,0.23,0,0,Democrat,Unknown,Caucasian,1,0,1
9734,2001,Mayor,0.61,1,0,Democrat,Male,Black,0,0,1
9764,1995,Mayor,0.62,1,0,Republican,Male,Caucasian,0,0,1
9804,2020,Mayor,0.41,0,0,Democrat,Male,Hispanic,1,0,1
9848,2005,Mayor,0.62,1,1,Democrat,Male,Caucasian,0,1,0
9851,2007,Mayor,0.48,0,0,Democrat,Male,Caucasian,1,0,1
9855,2015,Mayor,0.48,0,0,Democrat,Female,Caucasian,1,0,1
9865,2020,Mayor,0.2,0,0,Republican,Unknown,Unknown,1,0,1
9893,2012,Mayor,0.58,1,0,Democrat,Male,Caucasian,0,0,1
9913,2007,Mayor,0.17,0,0,Republican,Male,Caucasian,1,0,1
9919,2016,Mayor,0.3,0,0,Republican,Male,Caucasian,1,0,1
9946,2021,Mayor,0.31,0,0,Republican,Male,Hispanic,1,0,1
9948,2008,Mayor,0.85,1,1,Democrat,Male,Caucasian,0,1,0
9959,2009,Mayor,0.43,0,0,Democrat,Male,Caucasian,1,0,1
9960,2017,Mayor,0.47,0,0,Democrat,Male,Caucasian,1,0,1
9967,1997,Mayor,0.51,1,1,Democrat,Male,Caucasian,0,1,0
9971,2017,Mayor,0.33,1,0,Democrat,Male,Caucasian,0,0,1
9981,2017,Mayor,0.5,1,0,Democrat,Female,Black,0,0,1
10002,2005,Mayor,0.64,1,0,Democrat,Male,Black,0,0,1
10012,1995,Mayor,0.47,0,0,Republican,Female,Caucasian,1,0,1
10014,1993,Mayor,0.5,1,0,Democrat,Male,Caucasian,0,0,1
10108,1999,Mayor,0.54,1,0,Republican,Male,Caucasian,0,0,1
10109,2021,Mayor,0.53,1,0,Republican,Female,Caucasian,0,0,1
10175,2010,Mayor,0.85,1,1,Democrat,Male,Caucasian,0,1,0
10188,2021,Mayor,0.51,1,0,Republican,Male,Caucasian,0,0,1
10195,1993,Mayor,0.5,0,0,Democrat,Male,Caucasian,1,0,1
10213,2017,Mayor,0.5,0,0,Democrat,Female,Caucasian,1,0,1
10243,1994,Mayor,0.57,1,0,Republican,Male,Caucasian,0,0,1
10289,2007,Mayor,0.72,1,1,Republican,Male,Caucasian,0,1,0
10304,1996,Mayor,0.58,1,1,Unknown,Male,Hispanic,0,1,0
10312,1993,Mayor,0.81,1,1,Democrat,Male,Caucasian,0,1,0
10323,1993,Mayor,0.75,1,1,Republican,Male,Caucasian,0,1,0
10334,2002,Mayor,0.35,0,0,Republican,Female,Caucasian,1,0,1
10400,1999,Mayor,0.59,1,0,Democrat,Female,Caucasian,0,0,1
10434,2013,Mayor,0.47,0,0,Republican,Male,Caucasian,1,0,1
10449,1997,Mayor,0.49,0,0,Republican,Male,Caucasian,1,0,1
10461,2017,Mayor,0.45,0,1,Democrat,Female,Black,1,0,1
10480,2018,Mayor,0.55,1,0,Democrat,Male,Caucasian,0,0,1
10502,2005,Mayor,0.45,0,1,Democrat,Female,Caucasian,1,0,1
10504,2021,Mayor,0.49,0,0,Democrat,Male,Caucasian,1,0,1
10555,2011,Mayor,0.5,1,0,Democrat,Male,Caucasian,0,0,1
10639,2020,Mayor,0.44,0,1,Democrat,Male,Black,1,0,1
10645,1997,Mayor,0.59,1,1,Democrat,Male,Caucasian,0,1,0
10650,2012,Mayor,0.59,1,0,Republican,Male,Caucasian,0,0,1
10663,2003,Mayor,0.57,1,1,Republican,Male,Caucasian,0,1,0
10689,1993,Mayor,0.43,0,0,Democrat,Male,Caucasian,1,0,1
10691,2020,Mayor,0.5,1,1,Democrat,Female,Asian,0,1,0
10741,2011,Mayor,0.5,0,1,Democrat,Male,Caucasian,1,0,1
10760,2016,Mayor,0.55,1,0,Republican,Male,Caucasian,0,0,1
10799,2007,Mayor,0.63,1,1,Democrat,Male,Caucasian,0,1,0
10848,1997,Mayor,0.39,0,0,Democrat,Female,Caucasian,1,0,1
10897,2005,Mayor,0.63,1,1,Democrat,Unknown,Caucasian,0,1,0
10903,2020,Mayor,0.8,1,1,Democrat,Male,Caucasian,0,1,0
10939,1999,Mayor,1.0,1,0,Democrat,Male,Caucasian,0,0,1
10974,2002,Mayor,0.64,1,0,Democrat,Male,Black,0,0,1
10982,2015,Mayor,0.61,1,0,Democrat,Male,Caucasian,0,0,1
10984,2012,Mayor,1.0,1,1,Democrat,Female,Caucasian,0,1,0
10987,2010,Mayor,0.53,1,0,Democrat,Male,Caucasian,0,0,1
11003,2007,Mayor,0.51,1,0,Democrat,Male,Caucasian,0,0,1
11020,2009,Mayor,0.56,1,0,Democrat,Male,Hispanic,0,0,1
11024,2020,Mayor,0.36,0,1,Republican,Female,Caucasian,1,0,1
11038,2018,Mayor,1.0,1,1,Democrat,Male,Caucasian,0,1,0
11052,2005,Mayor,0.91,1,1,Democrat,Female,Black,0,1,0
11055,2018,Mayor,0.56,1,1,Democrat,Male,Caucasian,0,1,0
11085,2009,Mayor,0.5,1,0,Democrat,Male,Black,0,0,1
11092,1997,Mayor,0.45,0,0,Democrat,Female,Caucasian,1,0,1
11095,2011,Mayor,0.43,0,0,Republican,Male,Caucasian,1,0,1
11096,2016,Mayor,0.99,1,0,Republican,Male,Caucasian,0,0,1
11172,1998,Mayor,0.3,0,0,Republican,Female,Caucasian,1,0,1
11179,2012,Mayor,0.85,1,1,Democrat,Male,Caucasian,0,1,0
11190,2008,Mayor,0.56,1,0,Democrat,Female,Caucasian,0,0,1
11221,2006,Mayor,0.5,1,0,Democrat,Male,Black,0,0,1
11248,2015,Mayor,0.42,1,0,Democrat,Male,Caucasian,0,0,1
11264,2007,Mayor,0.49,0,0,Democrat,Male,Black,1,0,1
11273,2000,Mayor,0.39,0,0,Democrat,Male,Caucasian,1,0,1
11302,2009,Mayor,0.5,0,0,Democrat,Female,Caucasian,1,0,1
11307,1993,Mayor,0.5,1,0,Democrat,Male,Caucasian,0,0,1
11315,2005,Mayor,0.56,1,1,Republican,Male,Caucasian,0,1,0
11331,2015,Mayor,0.52,1,0,Democrat,Female,Caucasian,0,0,1
11371,1994,Mayor,0.43,0,0,Democrat,Female,Black,1,0,1
11372,2011,Mayor,0.55,1,0,Democrat,Male,Caucasian,0,0,1
11393,2000,Mayor,0.44,0,0,Republican,Male,Caucasian,1,0,1
11416,2020,Mayor,0.63,1,0,Democrat,Male,Hispanic,0,0,1
11417,2006,Mayor,0.78,1,1,Democrat,Male,Caucasian,0,1,0
11426,2001,Mayor,0.88,1,0,Democrat,Male,Caucasian,0,0,1
11434,2006,Mayor,0.79,1,1,Republican,Male,Caucasian,0,1,0
11460,2018,Mayor,0.51,1,0,Democrat,Male,Caucasian,0,0,1
11492,2019,Mayor,0.56,1,0,Democrat,Male,Black,0,0,1
11499,1993,Mayor,0.5,0,0,Republican,Male,Caucasian,1,0,1
11511,1993,Mayor,0.88,1,1,Republican,Female,Caucasian,0,1,0
11525,1999,Mayor,0.25,0,0,Democrat,Male,Black,1,0,1
11540,2010,Mayor,0.66,1,1,Republican,Male,Caucasian,0,1,0
11559,1995,Mayor,0.45,0,0,Democrat,Male,Caucasian,1,0,1
11560,2005,Mayor,0.47,1,1,Democrat,Male,Caucasian,0,1,0
11570,2002,Mayor,0.62,1,0,Republican,Male,Caucasian,0,0,1
11586,1999,Mayor,0.84,1,0,Democrat,Male,Caucasian,0,0,1
11617,2000,Mayor,0.56,1,0,Unknown,Male,Caucasian,0,0,1
11620,2012,Mayor,0.63,1,1,Democrat,Male,Black,0,1,0
11630,1994,Mayor,0.58,1,1,Democrat,Female,Caucasian,0,1,0
11648,2021,Mayor,0.47,0,0,Democrat,Female,Black,1,0,1
11653,2001,Mayor,0.5,1,0,Democrat,Female,Black,0,0,1
11660,2018,Mayor,0.26,0,0,Democrat,Female,Black,1,0,1
11672,2019,Mayor,0.27,0,0,Republican,Male,Caucasian,1,0,1
11683,2005,Mayor,0.69,1,0,Democrat,Male,Caucasian,0,0,1
11689,2021,Mayor,0.6,1,0,Democrat,Unknown,Unknown,0,0,1
11696,2017,Mayor,1.0,1,1,Democrat,Male,Caucasian,0,1,0
11706,1999,Mayor,0.85,1,1,Republican,Male,Caucasian,0,1,0
11742,2020,Mayor,1.0,1,1,Democrat,Male,Caucasian,0,1,0
11746,2020,Mayor,0.62,1,1,Republican,Male,Caucasian,0,1,0
11756,2007,Mayor,0.09,0,0,Republican,Unknown,Unknown,1,0,1
11757,2018,Mayor,0.37,0,0,Democrat,Male,Caucasian,1,0,1
11765,2001,Mayor,0.45,0,0,Democrat,Male,Black,1,0,1
11842,2013,Mayor,0.85,1,1,Democrat,Male,Black,0,1,0
11866,2008,Mayor,0.88,1,1,Republican,Male,Caucasian,0,1,0
11870,2002,Mayor,0.74,1,1,Democrat,Male,Caucasian,0,1,0
11879,2015,Mayor,1.0,1,1,Republican,Male,Caucasian,0,1,0
11915,2020,Mayor,0.38,1,1,Democrat,Male,Black,0,1,0
11920,2006,Mayor,0.75,1,1,Republican,Male,Caucasian,0,1,0
11929,2004,Mayor,0.89,1,1,Republican,Male,Caucasian,0,1,0
11993,1999,Mayor,0.81,1,1,Democrat,Male,Black,0,1,0
11997,2005,Mayor,0.67,1,0,Democrat,Male,Caucasian,0,0,1
12023,1998,Mayor,0.83,1,1,Democrat,Male,Caucasian,0,1,0
12027,2011,Mayor,0.22,0,0,Republican,Female,Caucasian,1,0,1
12036,2016,Mayor,0.63,1,1,Republican,Male,Caucasian,0,1,0
12048,1995,Mayor,0.36,0,0,Democrat,Unknown,Caucasian,1,0,1
12082,2013,Mayor,0.56,1,1,Republican,Male,Caucasian,0,1,0
12084,2017,Mayor,0.68,1,0,Democrat,Female,Caucasian,0,0,1
12086,2006,Mayor,0.56,1,1,Democrat,Male,Caucasian,0,1,0
12094,2006,Mayor,0.51,1,0,Democrat,Female,Caucasian,0,0,1
12103,1998,Mayor,0.54,1,1,Democrat,Female,Caucasian,0,1,0
12105,2020,Mayor,0.4,0,0,Democrat,Male,Caucasian,1,0,1
12113,2008,Mayor,0.79,1,1,Republican,Male,Caucasian,0,1,0
12148,2008,Mayor,0.51,1,1,Democrat,Female,Caucasian,0,1,0
12161,2001,Mayor,0.74,1,1,Democrat,Male,Caucasian,0,1,0
12174,2019,Mayor,0.4,0,0,Republican,Male,Caucasian,1,0,1
12181,2019,Mayor,0.59,1,0,Democrat,Male,Black,0,0,1
12184,2021,Mayor,0.31,0,0,Democrat,Female,Black,1,0,1
12205,1995,Mayor,0.55,1,1,Democrat,Male,Caucasian,0,1,0
12209,2018,Mayor,0.49,0,0,Democrat,Male,Caucasian,1,0,1
12297,2013,Mayor,0.39,1,0,Democrat,Female,Caucasian,0,0,1
12304,2013,Mayor,0.66,1,1,Democrat,Male,Caucasian,0,1,0
12312,2020,Mayor,0.44,0,0,Democrat,Male,Caucasian,1,0,1
12361,2004,Mayor,1.0,1,0,Republican,Male,Caucasian,0,0,1
12362,1994,Mayor,0.59,1,0,Republican,Male,Black,0,0,1
12377,1996,Mayor,0.34,0,0,Democrat,Male,Black,1,0,1
12381,2004,Mayor,0.81,1,1,Democrat,Male,Hispanic,0,1,0
12387,2009,Mayor,0.51,1,0,Democrat,Male,Caucasian,0,0,1
12406,2012,Mayor,0.6,1,1,Democrat,Male,Black,0,1,0
12420,2008,Mayor,0.52,1,0,Democrat,Male,Asian,0,0,1
12463,1993,Mayor,0.63,1,0,Democrat,Female,Caucasian,0,0,1
12470,2003,Mayor,0.5,1,1,Republican,Male,Caucasian,0,1,0
12480,2020,Mayor,0.46,1,0,Democrat,Female,Asian,0,0,1
12489,2018,Mayor,1.0,1,1,Democrat,Male,Caucasian,0,1,0
12493,2008,Mayor,0.66,1,1,Republican,Male,Caucasian,0,1,0
12510,2011,Mayor,0.54,1,0,Democrat,Male,Black,0,0,1
12561,2012,Mayor,0.8,1,1,Republican,Male,Caucasian,0,1,0
12567,2003,Mayor,0.35,0,0,Democrat,Male,Hispanic,1,0,1
12573,2015,Mayor,0.29,0,0,Republican,Female,Caucasian,1,0,1
12574,2012,Mayor,0.53,1,0,Democrat,Female,Hispanic,0,0,1
12575,2021,Mayor,0.59,1,1,Democrat,Male,Black,0,1,0
12582,2020,Mayor,0.56,1,1,Democrat,Male,Hispanic,0,1,0
12590,2004,Mayor,0.69,1,1,Democrat,Male,Caucasian,0,1,0
12608,2015,Mayor,0.48,0,0,Republican,Male,Caucasian,1,0,1
12625,2011,Mayor,0.87,1,1,Democrat,Female,Black,0,1,0
12674,2016,Mayor,0.54,1,0,Democrat,Female,Asian,0,0,1
12711,2020,Mayor,0.56,1,1,Republican,Male,Caucasian,0,1,0
12712,2008,Mayor,0.49,0,1,Republican,Male,Caucasian,1,0,1
12713,2010,Mayor,0.64,1,1,Democrat,Male,Black,0,1,0
12720,2019,Mayor,0.73,1,0,Democrat,Female,Caucasian,0,0,1
12729,2015,Mayor,0.73,1,1,Democrat,Male,Caucasian,0,1,0
12741,2016,Mayor,0.36,0,0,Republican,Male,Caucasian,1,0,1
12747,2001,Mayor,0.99,1,1,Democrat,Male,Caucasian,0,1,0
12750,2005,Mayor,0.61,1,1,Democrat,Male,Caucasian,0,1,0
12772,2007,Mayor,0.39,0,0,Democrat,Female,Black,1,0,1
12799,2010,Mayor,0.47,0,1,Democrat,Male,Caucasian,1,0,1
12815,2002,Mayor,0.51,1,0,Democrat,Female,Caucasian,0,0,1
12823,2000,Mayor,1.0,1,1,Republican,Male,Caucasian,0,1,0
12827,2003,Mayor,0.4,0,0,Republican,Female,Caucasian,1,0,1
12899,1993,Mayor,1.0,1,1,Democrat,Male,Caucasian,0,1,0
12933,2000,Mayor,1.0,1,1,Republican,Male,Caucasian,0,1,0
12955,2020,Mayor,0.55,1,0,Democrat,Male,Hispanic,0,0,1
12978,2011,Mayor,0.14,0,0,Democrat,Male,Caucasian,1,0,1
13000,2009,Mayor,0.49,0,0,Republican,Male,Caucasian,1,0,1
13027,2013,Mayor,0.85,1,0,Democrat,Male,Caucasian,0,0,1
13038,2003,Mayor,0.48,0,0,Democrat,Male,Caucasian,1,0,1
13081,1994,Mayor,0.71,1,1,Democrat,Male,Caucasian,0,1,0
13085,2021,Mayor,0.63,1,0,Democrat,Male,Black,0,0,1
13138,2020,Mayor,0.52,1,1,Republican,Unknown,Caucasian,0,1,0
13139,2007,Mayor,0.88,1,0,Democrat,Female,Black,0,0,1
13142,1997,Mayor,0.53,1,1,Democrat,Male,Black,0,1,0
13180,2010,Mayor,0.2,0,0,Democrat,Male,Caucasian,1,0,1
13195,2017,Mayor,0.38,0,0,Republican,Male,Caucasian,1,0,1
13211,2020,Mayor,0.43,0,0,Republican,Male,Caucasian,1,0,1
13213,2018,Mayor,1.0,1,0,Republican,Male,Caucasian,0,0,1
13242,2020,Mayor,0.63,1,1,Unknown,Male,Hispanic,0,1,0
13262,2017,Mayor,0.34,0,0,Democrat,Male,Black,1,0,1
13266,2009,Mayor,0.44,1,0,Republican,Male,Caucasian,0,0,1
13277,2009,Mayor,0.54,1,1,Democrat,Male,Black,0,1,0
13282,2021,Mayor,0.62,1,1,Democrat,Male,Black,0,1,0
13323,2016,Mayor,0.2,0,0,Republican,Male,Caucasian,1,0,1
13340,2020,Mayor,0.59,1,1,Republican,Male,Caucasian,0,1,0
13348,1996,Mayor,0.53,1,0,Republican,Male,Caucasian,0,0,1
13352,2021,Mayor,0.69,1,1,Democrat,Male,Caucasian,0,1,0
13381,2005,Mayor,0.52,1,0,Democrat,Male,Black,0,0,1
13386,2017,Mayor,0.6,1,1,Democrat,Male,Caucasian,0,1,0
13421,2009,Mayor,0.52,1,0,Republican,Male,Black,0,0,1
13422,2016,Mayor,0.36,1,0,Democrat,Male,Black,0,0,1
13432,2007,Mayor,0.42,0,0,Democrat,Male,Caucasian,1,0,1
13458,2006,Mayor,0.47,0,1,Republican,Male,Caucasian,1,0,1
13544,2016,Mayor,0.45,0,1,Democrat,Female,Hispanic,1,0,1
13547,2000,Mayor,0.52,1,0,Republican,Male,Caucasian,0,0,1
13556,2002,Mayor,0.49,0,0,Republican,Male,Caucasian,1,0,1
13557,1997,Mayor,0.59,1,1,Republican,Male,Caucasian,0,1,0
13558,2001,Mayor,0.6,1,0,Democrat,Male,Hispanic,0,0,1
13609,2018,Mayor,0.45,1,1,Republican,Male,Caucasian,0,1,0
13621,1995,Mayor,0.31,0,0,Democrat,Male,Black,1,0,1
13632,2020,Mayor,0.54,1,1,Republican,Male,Caucasian,0,1,0
13643,2008,Mayor,0.48,0,1,Republican,Female,Caucasian,1,0,1
13665,1998,Mayor,0.51,1,1,Democrat,Female,Caucasian,0,1,0
13669,2019,Mayor,0.24,0,0,Republican,Female,Caucasian,1,0,1
13698,2013,Mayor,0.42,0,1,Democrat,Male,Caucasian,1,0,1
13718,2006,Mayor,0.54,1,0,Democrat,Male,Black,0,0,1
13742,1999,Mayor,0.78,1,1,Democrat,Male,Caucasian,0,1,0
13758,1999,Mayor,0.81,1,1,Democrat,Female,Caucasian,0,1,0
13778,2007,Mayor,0.21,0,0,Democrat,Male,Black,1,0,1
13859,2017,Mayor,0.25,0,0,Democrat,Male,Caucasian,1,0,1
13883,2000,Mayor,1.0,1,0,Democrat,Male,Caucasian,0,0,1
13918,1994,Mayor,0.53,1,0,Democrat,Female,Caucasian,0,0,1
13972,1993,Mayor,0.55,1,0,Democrat,Male,Caucasian,0,0,1
13996,2016,Mayor,1.0,1,0,Democrat,Male,Caucasian,0,0,1
14005,1998,Mayor,0.49,0,0,Republican,Male,Caucasian,1,0,1
14017,2010,Mayor,0.64,1,1,Democrat,Male,Asian,0,1,0
14065,2021,Mayor,0.66,1,0,Democrat,Unknown,Asian,0,0,1
14066,2019,Mayor,0.51,1,0,Republican,Female,Caucasian,0,0,1
14067,2017,Mayor,0.52,1,1,Democrat,Male,Caucasian,0,1,0
14107,2016,Mayor,0.18,0,0,Unknown,Unknown,Unknown,1,0,1
14119,2011,Mayor,0.61,1,0,Democrat,Female,Caucasian,0,0,1
14132,2016,Mayor,0.34,0,0,Democrat,Male,Caucasian,1,0,1
14154,2016,Mayor,0.51,1,1,Democrat,Male,Hispanic,0,1,0
14157,2011,Mayor,0.81,1,1,Democrat,Male,Hispanic,0,1,0
14188,2014,Mayor,0.63,1,0,Democrat,Female,Black,0,0,1
14205,2004,Mayor,1.0,1,1,Republican,Female,Caucasian,0,1,0
14209,2003,Mayor,0.58,1,0,Democrat,Male,Caucasian,0,0,1
14211,2008,Mayor,0.62,1,1,Democrat,Male,Caucasian,0,1,0
14252,2000,Mayor,0.68,1,0,Democrat,Male,Caucasian,0,0,1
14254,2012,Mayor,0.19,0,0,Republican,Male,Caucasian,1,0,1
14255,2000,Mayor,0.71,1,1,Democrat,Male,Hispanic,0,1,0
14281,1999,Mayor,0.37,0,0,Republican,Male,Caucasian,1,0,1
14293,1999,Mayor,0.4,0,0,Democrat,Female,Caucasian,1,0,1
14301,2020,Mayor,1.0,1,1,Democrat,Male,Caucasian,0,1,0
14309,2007,Mayor,0.59,1,1,Republican,Male,Hispanic,0,1,0
14344,2012,Mayor,0.42,0,0,Republican,Male,Caucasian,1,0,1
14374,2021,Mayor,0.35,0,0,Democrat,Unknown,Caucasian,1,0,1
14387,2018,Mayor,0.84,1,1,Republican,Male,Caucasian,0,1,0
14408,1996,Mayor,0.82,1,1,Democrat,Unknown,Caucasian,0,1,0
14421,2017,Mayor,0.4,0,0,Democrat,Female,Black,1,0,1
14432,1999,Mayor,0.39,0,0,Democrat,Female,Black,1,0,1
14444,2019,Mayor,0.49,0,0,Democrat,Male,Caucasian,1,0,1
14455,2005,Mayor,0.48,0,0,Democrat,Male,Caucasian,1,0,1
14496,2020,Mayor,0.37,0,0,Democrat,Female,Black,1,0,1
14504,1998,Mayor,0.46,0,0,Republican,Male,Caucasian,1,0,1
14549,2017,Mayor,0.54,1,1,Democrat,Male,Caucasian,0,1,0
14560,2013,Mayor,0.58,1,0,Democrat,Male,Caucasian,0,0,1
14606,2020,Mayor,0.28,0,0,Republican,Male,Caucasian,1,0,1
14623,2013,Mayor,0.74,1,0,Democrat,Male,Caucasian,0,0,1
14634,2000,Mayor,0.48,0,0,Democrat,Male,Caucasian,1,0,1
14645,2009,Mayor,0.74,1,1,Democrat,Unknown,Caucasian,0,1,0
14649,2017,Mayor,0.08,0,0,Democrat,Male,Caucasian,1,0,1
14656,2019,Mayor,0.55,1,0,Democrat,Unknown,Caucasian,0,0,1
14668,2014,Mayor,0.73,1,0,Republican,Male,Caucasian,0,0,1
14682,2008,Mayor,0.44,0,0,Unknown,Male,Caucasian,1,0,1
14684,2012,Mayor,1.0,1,1,Republican,Male,Caucasian,0,1,0
14693,2011,Mayor,0.61,1,0,Democrat,Female,Caucasian,0,0,1
14708,2008,Mayor,0.39,1,0,Democrat,Male,Black,0,0,1
14712,2016,Mayor,0.56,1,0,Republican,Unknown,Caucasian,0,0,1
14726,2016,Mayor,0.64,1,1,Democrat,Male,Caucasian,0,1,0
14764,2019,Mayor,0.44,0,0,Democrat,Male,Caucasian,1,0,1
14765,2019,Mayor,0.67,1,0,Democrat,Male,Black,0,0,1
14817,1999,Mayor,0.54,1,0,Republican,Male,Caucasian,0,0,1
14849,1999,Mayor,0.64,1,0,Democrat,Male,Caucasian,0,0,1
14862,2009,Mayor,0.48,0,0,Democrat,Male,Caucasian,1,0,1
14873,2000,Mayor,0.44,0,1,Republican,Male,Caucasian,1,0,1
14878,2010,Mayor,0.2,0,0,Democrat,Female,Caucasian,1,0,1
14924,1994,Mayor,0.58,1,0,Republican,Male,Caucasian,0,0,1
